https://launchpad.support.sap.com/#/supportpackage/SAPKW74007
18,?,planned,307
17,?,released,868
16,?,released,995
15,?,released,748
14,?,released,872
13,?,released,660
12,?,released,632
11,?,released,682
10,?,released,775
09,?,released,695
08,?,released,457
07,?,released,729
06,?,released,656
05,?,released,313
04,?,released,365
03,?,released,451
02,?,released,299
01,?,released,9
